id,company,activity,tasks,title,link
1160,Microsoft,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],"Microsoft at ASPLOS 2024: Advancing hardware and software for high-scale, secure, and efficient modern applications",https://www.microsoft.com/en-us/research/blog/microsoft-at-asplos-2024-advancing-hardware-and-software-for-high-scale-secure-and-efficient-modern-applications/
2617,Nvidia,2. Data Management,['2.1. Dataset Collection'],How to Build a Generative AI-Enabled Synthetic Data Pipeline with OpenUSD,https://developer.nvidia.com/blog/how-to-build-a-generative-ai-enabled-synthetic-data-pipeline-with-openusd/
5307,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],How BRIA AI used distributed training in Amazon SageMaker to train latent diffusion foundation models for commercial use,https://aws.amazon.com/blogs/machine-learning/how-bria-ai-used-distributed-training-in-amazon-sagemaker-to-train-latent-diffusion-foundation-models-for-commercial-use/
6070,Microsoft,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Introducing Azure NC H100 v5 VMs for mid-range AI and HPC workloads,https://techcommunity.microsoft.com/t5/azure-high-performance-computing/introducing-azure-nc-h100-v5-vms-for-mid-range-ai-and-hpc/ba-p/3976798
6631,Oracle,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Oracle CloudWorld 2023：注目発表まとめ,https://blogs.oracle.com/oracle4engineer/post/ocw2023-ja
1859,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],New NVIDIA Storage Partner Validation Program Streamlines Enterprise AI Deployments,https://blogs.nvidia.com/blog/ovx-storage-partner-validation-program/
6570,SAP,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],SAP Build Apps integration with SAP AI Core services: Part 1 - Setup - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/sap-build-apps-integration-with-sap-ai-core-services-part-1-setup/ba-p/13783841
174,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Enabling Greater Patient-Specific Cardiovascular Care with AI Surrogates,https://developer.nvidia.com/blog/enabling-greater-patient-specific-cardiovascular-care-with-ai-surrogates/
3582,Amazon,5. Model Deployment and Operation,['5.3. Model Monitoring'],Optimizing costs for Amazon SageMaker Canvas with automatic shutdown of idle apps,https://aws.amazon.com/blogs/machine-learning/optimizing-costs-for-amazon-sagemaker-canvas-with-automatic-shutdown-of-idle-apps/
7033,Alibaba,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],E2E Development and Usage of LLM Data Processing + Model Training + Model,https://www.alibabacloud.com/blog/e2e-development-and-usage-of-llm-data-processing-%2B-model-training-%2B-model-inference_601305
1,Nvidia,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],What Is Retrieval-Augmented Generation aka RAG | NVIDIA Blogs,https://blogs.nvidia.com/blog/what-is-retrieval-augmented-generation/
1862,Nvidia,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Rack 'n' Roll: NVIDIA Grace Hopper Systems Gather at GTC ...,https://blogs.nvidia.com/blog/mgx-accelerated-systems-gtc/
952,Microsoft,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Microsoft showcases latest AI solutions at NVIDIA GTC,https://techcommunity.microsoft.com/t5/azure-high-performance-computing/microsoft-showcases-latest-ai-solutions-at-nvidia-gtc/ba-p/4097605
132,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Software-Defined Broadcast with NVIDIA Holoscan for Media,https://developer.nvidia.com/blog/software-defined-broadcast-with-nvidia-holoscan-for-media/
6568,SAP,4. Evaluation and Quality Assurance,['4.5. Model Safety and Compliance'],"Certification for Partner AI Apps on SAP BTP – Ensuring Reliability, Responsibility, and Relevance - SAP Community",https://community.sap.com/t5/technology-blogs-by-sap/certification-for-partner-ai-apps-on-sap-btp-ensuring-reliability/ba-p/13751165
1414,Oracle,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],John Snow Labs chooses OCI to deploy its AI medical chatbot,https://blogs.oracle.com/cloud-infrastructure/post/john-snow-labs-oci-ai-medical-chatbot
1099,Microsoft,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],Terminal Chat in Windows Terminal Canary - Windows Command ...,https://devblogs.microsoft.com/commandline/terminal-chat-in-windows-terminal-canary/
382,Amazon,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",Optimize price-performance of LLM inference on NVIDIA GPUs using the Amazon SageMaker integration with NVIDIA NIM Microservices,https://aws.amazon.com/blogs/machine-learning/optimize-price-performance-of-llm-inference-on-nvidia-gpus-using-the-amazon-sagemaker-integration-with-nvidia-nim-microservices/
338,Amazon,6. System Architecture and Orchestration,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']",Conceptual design using generative AI and CFD simulations on AWS,https://aws.amazon.com/blogs/hpc/conceptual-design-using-generative-ai-and-cfd-simulations-on-aws/
43,Nvidia,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],TOPS of the Class: Decoding AI Performance on RTX AI PCs and Workstations,https://blogs.nvidia.com/blog/ai-decoded-tops/
1084,Microsoft,6. System Architecture and Orchestration,"['6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Use Semantic Kernel to create a Restaurant Bookings Sample with Python,https://devblogs.microsoft.com/semantic-kernel/use-semantic-kernel-to-create-a-restaurant-bookings-sample-with-python/
1259,SAP,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],GenAI Reference Solution Architecture on SAP Business Technology Platform - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/genai-reference-solution-architecture-on-sap-business-technology-platform/ba-p/13763824
353,Amazon,3. Model Fine-Tuning,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models']",Best Practices from Quantiphi for Unleashing Generative AI Functionality by Fine-Tuning LLMs,https://aws.amazon.com/blogs/apn/best-practices-from-quantiphi-for-unleashing-generative-ai-functionality-by-fine-tuning-llms/
975,Microsoft,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],Empowering every scientist with AI-augmented scientific discovery,https://blogs.microsoft.com/blog/2024/06/18/empowering-every-scientist-with-ai-augmented-scientific-discovery/
153,Nvidia,5. Model Deployment and Operation,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling']","Accelerate Generative AI Inference Performance with NVIDIA TensorRT Model Optimizer, Now Publicly Available",https://developer.nvidia.com/blog/accelerate-generative-ai-inference-performance-with-nvidia-tensorrt-model-optimizer-now-publicly-available/
2115,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Train Generative AI Models for Drug Discovery with NVIDIA BioNeMo Framework,https://developer.nvidia.com/blog/train-generative-ai-models-for-drug-discovery-with-bionemo-framework/
908,Microsoft,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Extending Semantic Kernel using OllamaSharp for Chat and Text Completion,https://techcommunity.microsoft.com/t5/educator-developer-blog/extending-semantic-kernel-using-ollamasharp-for-chat-and-text/ba-p/4104953
4667,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Scale AI training and inference for drug discovery through Amazon EKS and Karpenter,https://aws.amazon.com/blogs/machine-learning/scale-ai-training-and-inference-for-drug-discovery-through-amazon-eks-and-karpenter/
744,IBM,2. Data Management,['2.2. Dataset Cleaning and Preparation'],"IBM watsonx AI and data platform, security solutions and consulting ...",https://www.ibm.com/blog/security-solutions-and-consulting-services-for-generative-ai/
5224,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],The future of productivity agents with NinjaTech AI and AWS Trainium,https://aws.amazon.com/blogs/machine-learning/the-future-of-productivity-agents-with-ninjatech-ai-and-aws-trainium/
1064,Microsoft,4. Evaluation and Quality Assurance,['4.6. Model Risk and Trust'],"Beyond the hype: Part 1, How trustworthy AI empowers US Government agencies",https://devblogs.microsoft.com/azuregov/trustworthy-ai-empowers-us-gov-agencies-part1/
1106,Microsoft,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",Image to Text with Semantic Kernel and HuggingFace | Semantic ...,https://devblogs.microsoft.com/semantic-kernel/image-to-text-with-semantic-kernel-and-huggingface/
2068,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Differentiable Slang: A Shading Language for Renderers That Learn,https://developer.nvidia.com/blog/differentiable-slang-a-shading-language-for-renderers-that-learn/
2177,Nvidia,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],Building Lifelike Digital Avatars with NVIDIA ACE Microservices,https://developer.nvidia.com/blog/building-lifelike-digital-avatars-with-nvidia-ace-microservices/
3263,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Empower your business users to extract insights from company documents using Amazon SageMaker Canvas and Generative AI,https://aws.amazon.com/blogs/machine-learning/empower-your-business-users-to-extract-insights-from-company-documents-using-amazon-sagemaker-canvas-generative-ai/
1363,Oracle,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Deploy Falcon-7B with NVIDIA TensorRT-LLM on OCI,https://blogs.oracle.com/ai-and-datascience/post/deploy-falcon7b-nvidia-tensorrtllm-oci
1341,SAP,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],HANA Vector Engine and LangChain - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/hana-vector-engine-and-langchain/ba-p/13636959
5170,Amazon,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Maximize your Amazon Translate architecture using strategic caching layers,https://aws.amazon.com/blogs/machine-learning/maximize-your-amazon-translate-architecture-using-strategic-caching-layers/
135,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],"Better 3D Meshes, from Reconstruction to Generative AI | NVIDIA ...",https://developer.nvidia.com/blog/better-3d-meshes-from-reconstruction-to-generative-ai/
1379,Oracle,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],First Principles: Exploring the depths of OCI Generative AI Service,https://blogs.oracle.com/cloud-infrastructure/post/first-principles-oci-generative-ai-service?ref=pd
4967,Amazon,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Build a decentralized semantic search engine on heterogeneous data stores using autonomous agents,https://aws.amazon.com/blogs/big-data/build-a-decentralized-semantic-search-engine-on-heterogeneous-data-stores-using-autonomous-agents/
738,IBM,4. Evaluation and Quality Assurance,['4.6. Model Risk and Trust'],Building AI for business: IBM's Granite foundation models,https://www.ibm.com/blog/building-ai-for-business-ibms-granite-foundation-models
235,Adobe,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Adobe Partners with NVIDIA to Harness the Power of PDF Intelligence with Next-Gen LLMs,https://blog.adobe.com/en/publish/2024/03/18/adobe-partners-nvidia-harness-power-pdf-intelligence-next-gen-llms
210,Meta,4. Evaluation and Quality Assurance,['4.1. Model Evaluation'],Using Chakra execution traces for benchmarking and network ...,https://engineering.fb.com/2023/09/07/networking-traffic/chakra-execution-traces-benchmarking-network-performance-optimization/
1808,Nvidia,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],"Bringing Personality to Pixels, Inworld Levels Up Game Characters Using Generative AI",https://blogs.nvidia.com/blog/generative-ai-npcs/
858,Microsoft,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],Semantic Kernel: Local LLMs Unleashed on Raspberry Pi 5,https://techcommunity.microsoft.com/t5/educator-developer-blog/semantic-kernel-local-llms-unleashed-on-raspberry-pi-5/ba-p/4128680
2624,Nvidia,2. Data Management,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection']",Curating Custom Datasets for LLM Parameter-Efficient Fine-Tuning with NVIDIA NeMo Curator,https://developer.nvidia.com/blog/curating-custom-datasets-for-llm-parameter-efficient-fine-tuning-with-nvidia-nemo-curator/
3678,Amazon,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']",Minimize real-time inference latency by using Amazon SageMaker routing strategies,https://aws.amazon.com/blogs/machine-learning/minimize-real-time-inference-latency-by-using-amazon-sagemaker-routing-strategies/
1352,Oracle,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Powering the AI revolution: Oracle at NVIDIA GTC,https://blogs.oracle.com/cloud-infrastructure/post/powering-ai-revolution-oracle-nvidia-gtc
143,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Advancing Security for Large Language Models with NVIDIA GPUs and Edgeless Systems,https://developer.nvidia.com/blog/advancing-security-for-large-language-models-with-nvidia-gpus-and-edgeless-systems/
5126,Amazon,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Accelerate deep learning training and simplify orchestration with AWS Trainium and AWS Batch,https://aws.amazon.com/blogs/machine-learning/accelerate-deep-learning-training-and-simplify-orchestration-with-aws-trainium-and-aws-batch/
104,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Develop Custom Enterprise Generative AI with NVIDIA NeMo,https://developer.nvidia.com/blog/develop-custom-enterprise-generative-ai-with-nvidia-nemo/
708,Google,5. Model Deployment and Operation,['5. Model Deployment'],The overwhelmed person's guide to Google Cloud | Google Cloud ...,https://cloud.google.com/blog/products/gcp/the-overwhelmed-persons-guide-to-google-cloud
5845,Google,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],Spanner now supports Approximate Nearest Neighbor (ANN ...,https://cloud.google.com/blog/products/databases/spanner-now-supports-approximate-nearest-neighbor-search
997,Microsoft,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI']",Accelerating telco transformation in the era of AI - The Official ...,https://blogs.microsoft.com/blog/2024/02/25/accelerating-telco-transformation-in-the-era-of-ai/
2285,Nvidia,5. Model Deployment and Operation,['5.3. Model Monitoring'],Powering Mission-Critical AI at the Edge with NVIDIA AI Enterprise IGX,https://developer.nvidia.com/blog/powering-mission-critical-ai-at-the-edge-with-ai-enterprise-igx/
6112,Microsoft,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",Annual Roundup on AI Infrastructure Breakthroughs for 2023,https://techcommunity.microsoft.com/t5/azure-high-performance-computing/annual-roundup-of-ai-infrastructure-breakthroughs-for-2023/ba-p/4097737
2240,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Scalable Federated Learning with NVIDIA FLARE for Enhanced LLM Performance,https://developer.nvidia.com/blog/scalable-federated-learning-with-nvidia-flare-for-enhanced-llm-performance/
1742,AMD,5. Model Deployment and Operation,"['5.2. Model Deployment on Device', '5.4. Model Serving and Scaling']",How to run a Large Language Model (LLM) on your AMD Ryzen™ AI PC or Radeon Graphics Card - AMD ...,https://community.amd.com/t5/ai/how-to-run-a-large-language-model-llm-on-your-amd-ryzen-ai-pc-or/ba-p/670709
849,IBM,5. Model Deployment and Operation,"['5.5. Model Quantization, Pruning, or Distillation']",New analog AI chip design uses much less power for AI tasks - IBM ...,https://research.ibm.com/blog/analog-ai-chip-low-power
1982,Nvidia,2. Data Management,"['2.4. Feature Engineering', '2.1. Dataset Collection']",Pro Tips for Building Multilingual Recommender Systems | NVIDIA ...,https://developer.nvidia.com/blog/pro-tips-for-building-multilingual-recommender-systems/
1150,Microsoft,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Empowering NGOs with generative AI in the fight against human trafficking,https://www.microsoft.com/en-us/research/blog/empowering-ngos-with-generative-ai-in-the-fight-against-human-trafficking/
4962,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Large scale training with NVIDIA NeMo Megatron on AWS ParallelCluster using P5 instances,https://aws.amazon.com/blogs/hpc/large-scale-training-with-nemo-megatron-on-aws-parallelcluster-using-p5-instances/
2489,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Pegatron Simulates and Optimizes Factory Operations with AI-Enabled Digital Twins,https://developer.nvidia.com/blog/pegatron-simulates-and-optimizes-factory-operations-with-ai-enabled-digital-twins/
216,Meta,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Taming the tail utilization of ads inference at Meta scale ...,https://engineering.fb.com/2024/07/10/production-engineering/tail-utilization-ads-inference-meta/
7023,Alibaba,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Compute Nest: Enabling Cutting-Edge Generative AI Integration and Knowledge,https://www.alibabacloud.com/blog/compute-nest-enabling-cutting-edge-generative-ai-integration-and-knowledge-base-systems-in-collaboration-with-alibaba-cloud_600421
4840,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Transform customer engagement with no-code LLM fine-tuning using Amazon SageMaker Canvas and SageMaker JumpStart,https://aws.amazon.com/blogs/machine-learning/transform-customer-engagement-with-no-code-llm-fine-tuning-using-amazon-sagemaker-canvas-and-sagemaker-jumpstart/
898,Microsoft,4. Evaluation and Quality Assurance,['4.1. Model Evaluation'],SLM and LLM Evaluation on Custom Data using Prompt Flow,https://techcommunity.microsoft.com/t5/ai-machine-learning-blog/evaluating-large-and-small-language-models-on-custom-data-using/ba-p/4150111
2215,Nvidia,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",Deploy an AI Coding Assistant with NVIDIA TensorRT-LLM and NVIDIA Triton,https://developer.nvidia.com/blog/deploy-an-ai-coding-assistant-with-nvidia-tensorrt-llm-and-nvidia-triton/
1177,Microsoft,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],LoftQ: Reimagining LLM fine-tuning with smarter initialization,https://www.microsoft.com/en-us/research/blog/loftq-reimagining-llm-fine-tuning-with-smarter-initialization/
4470,Amazon,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","AWS for Games debuts Guide to Generative AI for Game Developers, and more at GDC 2024",https://aws.amazon.com/blogs/gametech/aws-for-games-debuts-guide-to-generative-ai-for-game-developers-and-more-at-gdc-2024/
1328,SAP,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],First steps using the Hana Vector Engine with SAP GEN AI,https://community.sap.com/t5/technology-blogs-by-sap/first-steps-using-the-hana-vector-engine-with-sap-gen-ai/ba-p/13649384
2018,Nvidia,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],Accelerating Vector Search: Fine-Tuning GPU Index Algorithms,https://developer.nvidia.com/blog/accelerating-vector-search-fine-tuning-gpu-index-algorithms/
103,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Getting Started with Large Language Models for Enterprise Solutions,https://developer.nvidia.com/blog/getting-started-with-large-language-models-for-enterprise-solutions/
6494,SAP,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],"Embedding Business Context with the SAP HANA Cloud, Vector Engine - SAP ...",https://community.sap.com/t5/technology-blogs-by-sap/embedding-business-context-with-the-sap-hana-cloud-vector-engine/ba-p/13693738
1758,AMD,5. Model Deployment and Operation,['5. Model Deployment'],"Introducing Amuse 2.0 Beta with AMD XDNA™ Super Resolution: a fully local, AI experience - AMD ...",https://community.amd.com/t5/ai/introducing-amuse-2-0-beta-with-amd-xdna-super-resolution-a/ba-p/697374
1419,Oracle,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],AI and the Enterprise: Oracle's New Capabilities for Driving ...,https://blogs.oracle.com/ai-and-datascience/post/ai-enterprise-new-capabilities
832,IBM,4. Evaluation and Quality Assurance,['4.5. Model Safety and Compliance'],What is red teaming for generative AI? - IBM Research,https://research.ibm.com/blog/what-is-red-teaming-gen-AI
5172,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Manage Amazon SageMaker JumpStart foundation model access with private hubs,https://aws.amazon.com/blogs/machine-learning/manage-amazon-sagemaker-jumpstart-foundation-model-access-with-private-hubs/
701,Google,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Cost-efficient AI inference with Cloud TPU v5e on GKE | Google ...,https://cloud.google.com/blog/products/containers-kubernetes/cost-efficient-ai-inference-with-cloud-tpu-v5e-on-gke
2734,Amazon,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Unlocking efficiency: Harnessing the power of Selective Execution in Amazon SageMaker Pipelines,https://aws.amazon.com/blogs/machine-learning/unlocking-efficiency-harnessing-the-power-of-selective-execution-in-amazon-sagemaker-pipelines/
6028,IBM,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],"Speed, scale and trustworthy AI on IBM Z with Machine Learning for ...",https://www.ibm.com/blog/ibm-z-with-machine-learning-for-ibm-z-os-v3-2/
7094,Alibaba,2. Data Management,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']",Alibaba Group's Practice of Accelerating Large Model Training Based on Fluid,https://www.alibabacloud.com/blog/alibaba-groups-practice-of-accelerating-large-model-training-based-on-fluid_600986
919,Microsoft,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",Microsoft at Supercomputing 2023,https://techcommunity.microsoft.com/t5/azure-high-performance-computing/microsoft-at-sc23/ba-p/3966629
11,Nvidia,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],"LLMs Land on Laptops: NVIDIA, HP CEOs Celebrate AI PCs",https://blogs.nvidia.com/blog/llms-hp-laptops/
515,Google,2. Data Management,['2.2. Dataset Cleaning and Preparation'],Improving Gboard language models via private federated analytics,http://research.google/blog/improving-gboard-language-models-via-private-federated-analytics/
2625,Nvidia,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Build VLM-Powered Visual AI Agents Using NVIDIA NIM and NVIDIA VIA Microservices,https://developer.nvidia.com/blog/build-vlm-powered-visual-ai-agents-using-nvidia-nim-and-nvidia-via-microservices/
1320,SAP,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],SAP Inside Track Bangalore 2024: Generative AI Extravaganza - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/sap-inside-track-bangalore-2024-generative-ai-extravaganza/ba-p/13614109
1611,Salesforce,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining']",6 Ways To Try Out the Latest AI and Data Innovations From Salesforce,https://www.salesforce.com/blog/ai-data-events-resources/
2707,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],How Amazon Shopping uses Amazon Rekognition Content Moderation to review harmful images in product reviews,https://aws.amazon.com/blogs/machine-learning/how-amazon-shopping-uses-amazon-rekognition-content-moderation-to-review-harmful-images-in-product-reviews/
1740,Qcom,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Microsoft Build 2024 – Unleashing the potential of AI with Windows on Snapdragon,https://www.qualcomm.com/developer/blog/2024/07/microsoft-build-2024-unleashing-the-potential-ai
923,Microsoft,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Revolutionizing Businesses with Virtual AI Agents - Microsoft ...,https://techcommunity.microsoft.com/t5/ai-azure-ai-services-blog/revolutionizing-businesses-with-virtual-ai-agents/ba-p/4041927
1054,Microsoft,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Azure OpenAI service is now available in Azure Government - Azure ...,https://devblogs.microsoft.com/azuregov/azure-openai-service-now-available-in-azure-gov-cloud/
2176,Nvidia,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining']",Spotlight: Convai Reinvents Non-Playable Character Interactions,https://developer.nvidia.com/blog/spotlight-convai-reinvents-non-playable-character-interactions/
1250,SAP,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Demystifying Joule - SAP´s New Generative AI Assis... - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/demystifying-joule-sap-s-new-generative-ai-assistant/ba-p/13581304
2954,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Train and deploy ML models in a multicloud environment using Amazon SageMaker,https://aws.amazon.com/blogs/machine-learning/train-and-deploy-ml-models-in-a-multicloud-environment-using-amazon-sagemaker/
68,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],NVIDIA and Amdocs Bring Custom Generative AI to Telco Industry ...,https://blogs.nvidia.com/blog/amdocs-telco-industry/
7080,Alibaba,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",AI Container Image Deployment: Qwen-VL-Chat - Alibaba Cloud ...,https://www.alibabacloud.com/blog/ai-container-image-deployment-qwen-vl-chat_601051
521,Google,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Google Cloud Next 2024: Gemini and generative AI updates,https://blog.google/products/google-cloud/google-cloud-next-2024-generative-ai-gemini/
3710,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],How Getir reduced model training durations by 90% with Amazon SageMaker and AWS Batch,https://aws.amazon.com/blogs/machine-learning/how-getir-reduced-model-training-durations-by-90-with-amazon-sagemaker-and-aws-batch/
888,Microsoft,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],Optimize Azure OpenAI Applications with Semantic Caching,https://techcommunity.microsoft.com/t5/azure-architecture-blog/optimize-azure-openai-applications-with-semantic-caching/ba-p/4106867
2351,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Pushing the Boundaries of Speech Recognition with NVIDIA NeMo Parakeet ASR Models,https://developer.nvidia.com/blog/pushing-the-boundaries-of-speech-recognition-with-nemo-parakeet-asr-models/
6158,Microsoft,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],"Decoding AI: Part 3, Making data speak human - Azure Government",https://devblogs.microsoft.com/azuregov/decoding-ai-part-3/
2647,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Advancing Telepresence and Next-Generation Digital Human Technology with NVIDIA Maxine,https://developer.nvidia.com/blog/advancing-telepresence-and-next-generation-digital-humans-with-nvidia-maxine/
5674,Amazon,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Cisco achieves 50% latency improvement using Amazon SageMaker Inference faster autoscaling feature,https://aws.amazon.com/blogs/machine-learning/cisco-achieves-50-latency-improvement-using-amazon-sagemaker-inference-faster-autoscaling-feature/
5442,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Use Llama 3.1 405B for synthetic data generation and distillation to fine-tune smaller models,https://aws.amazon.com/blogs/machine-learning/use-llama-3-1-405b-to-generate-synthetic-data-for-fine-tuning-tasks/
2185,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Experience Real-Time Audio and Video Communication with NVIDIA Maxine,https://developer.nvidia.com/blog/experience-real-time-audio-and-video-communication-with-nvidia-maxine/
